date,demand_mwh,year,month,week,day_of_week,is_weekend
2019-07-06,738401.275,2019,7,27,5,True
2019-07-07,686379.684,2019,7,27,6,True
2019-07-08,783297.789,2019,7,28,0,False
2019-07-09,782095.233,2019,7,28,1,False
2019-07-10,792718.173,2019,7,28,2,False
2019-07-11,821250.349,2019,7,28,3,False
2019-07-12,828876.825,2019,7,28,4,False
2019-07-13,739065.225,2019,7,28,5,True
2019-07-14,667289.338,2019,7,28,6,True
2019-07-15,796026.561,2019,7,29,0,False
2019-07-16,810257.077,2019,7,29,1,False
2019-07-17,805414.836,2019,7,29,2,False
2019-07-18,808118.682,2019,7,29,3,False
2019-07-19,818254.951,2019,7,29,4,False
2019-07-20,744167.851,2019,7,29,5,True
2019-07-21,691903.017,2019,7,29,6,True
2019-07-22,836080.36,2019,7,30,0,False
2019-07-23,857696.956,2019,7,30,1,False
2019-07-24,860191.27,2019,7,30,2,False
2019-07-25,835226.076,2019,7,30,3,False
2019-07-26,809646.945,2019,7,30,4,False
2019-07-27,705760.649,2019,7,30,5,True
2019-07-28,639052.413,2019,7,30,6,True
2019-07-29,759984.776,2019,7,31,0,False
2019-07-30,773820.297,2019,7,31,1,False
2019-07-31,765475.695,2019,7,31,2,False
2019-08-01,789334.274,2019,8,31,3,False
2019-08-02,784389.389,2019,8,31,4,False
2019-08-03,706068.784,2019,8,31,5,True
2019-08-04,659374.462,2019,8,31,6,True
2019-08-05,772347.5,2019,8,32,0,False
2019-08-06,793044.82,2019,8,32,1,False
2019-08-07,787712.421,2019,8,32,2,False
2019-08-08,795638.987,2019,8,32,3,False
2019-08-09,795454.697,2019,8,32,4,False
2019-08-10,716321.021,2019,8,32,5,True
2019-08-11,651892.626,2019,8,32,6,True
2019-08-12,712385.398,2019,8,33,0,False
2019-08-13,713398.323,2019,8,33,1,False
2019-08-14,722738.208,2019,8,33,2,False
2019-08-15,661417.317,2019,8,33,3,False
2019-08-16,715896.427,2019,8,33,4,False
2019-08-17,692638.36,2019,8,33,5,True
2019-08-18,652155.441,2019,8,33,6,True
2019-08-19,750065.106,2019,8,34,0,False
2019-08-20,750474.293,2019,8,34,1,False
2019-08-21,743508.569,2019,8,34,2,False
2019-08-22,746785.396,2019,8,34,3,False
2019-08-23,746320.647,2019,8,34,4,False
2019-08-24,685685.967,2019,8,34,5,True
2019-08-25,640382.6,2019,8,34,6,True
2019-08-26,753002.18,2019,8,35,0,False
2019-08-27,748334.103,2019,8,35,1,False
2019-08-28,759403.981,2019,8,35,2,False
2019-08-29,778170.266,2019,8,35,3,False
2019-08-30,782463.034,2019,8,35,4,False
2019-08-31,704124.582,2019,8,35,5,True
2019-09-01,658275.465,2019,9,35,6,True
2019-09-02,772035.659,2019,9,36,0,False
2019-09-03,796492.504,2019,9,36,1,False
2019-09-04,802739.777,2019,9,36,2,False
2019-09-05,785233.792,2019,9,36,3,False
2019-09-06,759835.407,2019,9,36,4,False
2019-09-07,677237.25,2019,9,36,5,True
2019-09-08,625559.392,2019,9,36,6,True
2019-09-09,725543.137,2019,9,37,0,False
2019-09-10,731011.426,2019,9,37,1,False
2019-09-11,699252.213,2019,9,37,2,False
2019-09-12,720175.206,2019,9,37,3,False
2019-09-13,710999.404,2019,9,37,4,False
2019-09-14,639594.83,2019,9,37,5,True
2019-09-15,600804.651,2019,9,37,6,True
2019-09-16,722110.774,2019,9,38,0,False
2019-09-17,745327.536,2019,9,38,1,False
2019-09-18,749439.31,2019,9,38,2,False
2019-09-19,750409.372,2019,9,38,3,False
2019-09-20,742546.066,2019,9,38,4,False
2019-09-21,662313.73,2019,9,38,5,True
2019-09-22,606999.498,2019,9,38,6,True
2019-09-23,708014.904,2019,9,39,0,False
2019-09-24,727730.253,2019,9,39,1,False
2019-09-25,738028.712,2019,9,39,2,False
2019-09-26,739145.522,2019,9,39,3,False
2019-09-27,734426.657,2019,9,39,4,False
2019-09-28,653673.494,2019,9,39,5,True
2019-09-29,597643.634,2019,9,39,6,True
2019-09-30,715112.43,2019,9,40,0,False
2019-10-01,741441.646,2019,10,40,1,False
2019-10-02,733752.221,2019,10,40,2,False
2019-10-03,722404.634,2019,10,40,3,False
2019-10-04,719060.66,2019,10,40,4,False
2019-10-05,639966.26,2019,10,40,5,True
2019-10-06,595822.23,2019,10,40,6,True
2019-10-07,706811.27,2019,10,41,0,False
2019-10-08,729654.451,2019,10,41,1,False
2019-10-09,718306.304,2019,10,41,2,False
2019-10-10,725766.274,2019,10,41,3,False
2019-10-11,717342.224,2019,10,41,4,False
2019-10-12,624559.893,2019,10,41,5,True
2019-10-13,591908.756,2019,10,41,6,True
2019-10-14,708972.391,2019,10,42,0,False
2019-10-15,707947.469,2019,10,42,1,False
2019-10-16,711483.129,2019,10,42,2,False
2019-10-17,712870.909,2019,10,42,3,False
2019-10-18,702013.343,2019,10,42,4,False
2019-10-19,638521.461,2019,10,42,5,True
2019-10-20,590245.061,2019,10,42,6,True
2019-10-21,698011.851,2019,10,43,0,False
2019-10-22,728673.757,2019,10,43,1,False
2019-10-23,731462.329,2019,10,43,2,False
2019-10-24,729548.927,2019,10,43,3,False
2019-10-25,721004.715,2019,10,43,4,False
2019-10-26,639527.818,2019,10,43,5,True
2019-10-27,617897.851,2019,10,43,6,True
2019-10-28,705517.424,2019,10,44,0,False
2019-10-29,720759.167,2019,10,44,1,False
2019-10-30,716813.201,2019,10,44,2,False
2019-10-31,706779.544,2019,10,44,3,False
2019-11-01,610338.583,2019,11,44,4,False
2019-11-02,613091.302,2019,11,44,5,True
2019-11-03,585745.923,2019,11,44,6,True
2019-11-04,701349.067,2019,11,45,0,False
2019-11-05,723921.225,2019,11,45,1,False
2019-11-06,726803.046,2019,11,45,2,False
2019-11-07,738904.63,2019,11,45,3,False
2019-11-08,747095.1,2019,11,45,4,False
2019-11-09,674799.054,2019,11,45,5,True
2019-11-10,628624.931,2019,11,45,6,True
2019-11-11,757559.515,2019,11,46,0,False
2019-11-12,773524.257,2019,11,46,1,False
2019-11-13,776833.483,2019,11,46,2,False
2019-11-14,794537.245,2019,11,46,3,False
2019-11-15,794400.091,2019,11,46,4,False
2019-11-16,712515.929,2019,11,46,5,True
2019-11-17,673216.611,2019,11,46,6,True
2019-11-18,784186.573,2019,11,47,0,False
2019-11-19,810154.106,2019,11,47,1,False
2019-11-20,821576.303,2019,11,47,2,False
2019-11-21,815715.186,2019,11,47,3,False
2019-11-22,812859.646,2019,11,47,4,False
2019-11-23,706596.572,2019,11,47,5,True
2019-11-24,657967.591,2019,11,47,6,True
2019-11-25,774027.534,2019,11,48,0,False
2019-11-26,785754.366,2019,11,48,1,False
2019-11-27,774548.693,2019,11,48,2,False
2019-11-28,776056.195,2019,11,48,3,False
2019-11-29,758247.169,2019,11,48,4,False
2019-11-30,686811.005,2019,11,48,5,True
2019-12-01,649030.819,2019,12,48,6,True
2019-12-02,776156.953,2019,12,49,0,False
2019-12-03,794071.443,2019,12,49,1,False
2019-12-04,802721.404,2019,12,49,2,False
2019-12-05,797187.595,2019,12,49,3,False
2019-12-06,687010.235,2019,12,49,4,False
2019-12-07,677745.106,2019,12,49,5,True
2019-12-08,653010.122,2019,12,49,6,True
2019-12-09,731497.032,2019,12,50,0,False
2019-12-10,794421.564,2019,12,50,1,False
2019-12-11,810110.768,2019,12,50,2,False
2019-12-12,825121.76,2019,12,50,3,False
2019-12-13,793677.004,2019,12,50,4,False
2019-12-14,703955.843,2019,12,50,5,True
2019-12-15,660219.604,2019,12,50,6,True
2019-12-16,780295.07,2019,12,51,0,False
2019-12-17,786945.087,2019,12,51,1,False
2019-12-18,792257.443,2019,12,51,2,False
2019-12-19,793728.479,2019,12,51,3,False
2019-12-20,757483.61,2019,12,51,4,False
2019-12-21,666815.843,2019,12,51,5,True
2019-12-22,621188.286,2019,12,51,6,True
2019-12-23,675581.844,2019,12,52,0,False
2019-12-24,622147.62,2019,12,52,1,False
2019-12-25,541452.518,2019,12,52,2,False
2019-12-26,632220.615,2019,12,52,3,False
2019-12-27,674150.472,2019,12,52,4,False
2019-12-28,646963.129,2019,12,52,5,True
2019-12-29,617265.192,2019,12,52,6,True
2019-12-30,689973.969,2019,12,1,0,False
2019-12-31,656514.303,2019,12,1,1,False
2020-01-01,574776.72,2020,1,1,2,False
2020-01-02,723522.375,2020,1,1,3,False
2020-01-03,754645.342,2020,1,1,4,False
2020-01-04,702390.878,2020,1,1,5,True
2020-01-05,651967.486,2020,1,1,6,True
2020-01-06,630259.532,2020,1,2,0,False
2020-01-07,789031.621,2020,1,2,1,False
2020-01-08,820143.678,2020,1,2,2,False
2020-01-09,820769.614,2020,1,2,3,False
2020-01-10,814759.827,2020,1,2,4,False
2020-01-11,732531.725,2020,1,2,5,True
2020-01-12,693449.101,2020,1,2,6,True
2020-01-13,829157.906,2020,1,3,0,False
2020-01-14,844416.079,2020,1,3,1,False
2020-01-15,832910.293,2020,1,3,2,False
2020-01-16,822827.255,2020,1,3,3,False
2020-01-17,807653.787,2020,1,3,4,False
2020-01-18,729673.024,2020,1,3,5,True
2020-01-19,689820.886,2020,1,3,6,True
2020-01-20,846106.888,2020,1,4,0,False
2020-01-21,862132.604,2020,1,4,1,False
2020-01-22,841706.187,2020,1,4,2,False
2020-01-23,829427.103,2020,1,4,3,False
2020-01-24,821136.183,2020,1,4,4,False
2020-01-25,734265.345,2020,1,4,5,True
2020-01-26,676369.262,2020,1,4,6,True
2020-01-27,807615.701,2020,1,5,0,False
2020-01-28,807001.677,2020,1,5,1,False
2020-01-29,792162.501,2020,1,5,2,False
2020-01-30,778203.546,2020,1,5,3,False
2020-01-31,765448.598,2020,1,5,4,False
2020-02-01,681471.943,2020,2,5,5,True
2020-02-02,625016.468,2020,2,5,6,True
2020-02-03,729329.082,2020,2,6,0,False
2020-02-04,747892.827,2020,2,6,1,False
2020-02-05,758987.788,2020,2,6,2,False
2020-02-06,769754.643,2020,2,6,3,False
2020-02-07,772488.589,2020,2,6,4,False
2020-02-08,698199.59,2020,2,6,5,True
2020-02-09,646787.156,2020,2,6,6,True
2020-02-10,749504.414,2020,2,7,0,False
2020-02-11,761008.347,2020,2,7,1,False
2020-02-12,766558.356,2020,2,7,2,False
2020-02-13,759532.177,2020,2,7,3,False
2020-02-14,753954.141,2020,2,7,4,False
2020-02-15,675832.097,2020,2,7,5,True
2020-02-16,625453.407,2020,2,7,6,True
2020-02-17,739797.699,2020,2,8,0,False
2020-02-18,766371.869,2020,2,8,1,False
2020-02-19,764941.248,2020,2,8,2,False
2020-02-20,763651.659,2020,2,8,3,False
2020-02-21,753744.734,2020,2,8,4,False
2020-02-22,672072.47,2020,2,8,5,True
2020-02-23,620872.08,2020,2,8,6,True
2020-02-24,730827.761,2020,2,9,0,False
2020-02-25,743820.753,2020,2,9,1,False
2020-02-26,753405.313,2020,2,9,2,False
2020-02-27,751137.432,2020,2,9,3,False
2020-02-28,728292.593,2020,2,9,4,False
2020-02-29,670263.321,2020,2,9,5,True
2020-03-01,626873.694,2020,3,9,6,True
2020-03-02,741296.331,2020,3,10,0,False
2020-03-03,769321.188,2020,3,10,1,False
2020-03-04,759058.244,2020,3,10,2,False
2020-03-05,754365.164,2020,3,10,3,False
2020-03-06,757995.483,2020,3,10,4,False
2020-03-07,683532.439,2020,3,10,5,True
2020-03-08,630442.877,2020,3,10,6,True
2020-03-09,740417.533,2020,3,11,0,False
2020-03-10,747566.521,2020,3,11,1,False
2020-03-11,742561.392,2020,3,11,2,False
2020-03-12,738088.907,2020,3,11,3,False
2020-03-13,729774.542,2020,3,11,4,False
2020-03-14,646497.547,2020,3,11,5,True
2020-03-15,600435.811,2020,3,11,6,True
2020-03-16,704124.264,2020,3,12,0,False
2020-03-17,706050.583,2020,3,12,1,False
2020-03-18,684799.07,2020,3,12,2,False
2020-03-19,641992.028,2020,3,12,3,False
2020-03-20,647058.248,2020,3,12,4,False
2020-03-21,612492.101,2020,3,12,5,True
2020-03-22,583510.909,2020,3,12,6,True
2020-03-23,653558.582,2020,3,13,0,False
2020-03-24,663819.764,2020,3,13,1,False
2020-03-25,664643.791,2020,3,13,2,False
2020-03-26,661338.324,2020,3,13,3,False
2020-03-27,667335.755,2020,3,13,4,False
2020-03-28,605617.221,2020,3,13,5,True
2020-03-29,540515.04,2020,3,13,6,True
2020-03-30,610996.075,2020,3,14,0,False
2020-03-31,610653.934,2020,3,14,1,False
2020-04-01,599875.958,2020,4,14,2,False
2020-04-02,599323.162,2020,4,14,3,False
2020-04-03,584683.694,2020,4,14,4,False
2020-04-04,542996.041,2020,4,14,5,True
2020-04-05,519594.376,2020,4,14,6,True
2020-04-06,568143.84,2020,4,15,0,False
2020-04-07,567082.621,2020,4,15,1,False
2020-04-08,555027.089,2020,4,15,2,False
2020-04-09,529824.736,2020,4,15,3,False
2020-04-10,510435.49,2020,4,15,4,False
2020-04-11,518229.908,2020,4,15,5,True
2020-04-12,501615.48,2020,4,15,6,True
2020-04-13,537818.991,2020,4,16,0,False
2020-04-14,584017.243,2020,4,16,1,False
2020-04-15,604347.185,2020,4,16,2,False
2020-04-16,604521.525,2020,4,16,3,False
2020-04-17,598697.568,2020,4,16,4,False
2020-04-18,552914.776,2020,4,16,5,True
2020-04-19,520123.268,2020,4,16,6,True
2020-04-20,585331.059,2020,4,17,0,False
2020-04-21,608880.705,2020,4,17,1,False
2020-04-22,608023.375,2020,4,17,2,False
2020-04-23,599598.011,2020,4,17,3,False
2020-04-24,594661.984,2020,4,17,4,False
2020-04-25,556038.735,2020,4,17,5,True
2020-04-26,522374.953,2020,4,17,6,True
2020-04-27,590579.965,2020,4,18,0,False
2020-04-28,601203.105,2020,4,18,1,False
2020-04-29,600234.68,2020,4,18,2,False
2020-04-30,594712.471,2020,4,18,3,False
2020-05-01,525344.189,2020,5,18,4,False
2020-05-02,529331.136,2020,5,18,5,True
2020-05-03,509365.967,2020,5,18,6,True
2020-05-04,585884.404,2020,5,19,0,False
2020-05-05,607115.027,2020,5,19,1,False
2020-05-06,610199.36,2020,5,19,2,False
2020-05-07,604624.142,2020,5,19,3,False
2020-05-08,597179.788,2020,5,19,4,False
2020-05-09,547084.706,2020,5,19,5,True
2020-05-10,513399.456,2020,5,19,6,True
2020-05-11,591350.652,2020,5,20,0,False
2020-05-12,617479.021,2020,5,20,1,False
2020-05-13,617401.116,2020,5,20,2,False
2020-05-14,620557.901,2020,5,20,3,False
2020-05-15,608952.25,2020,5,20,4,False
2020-05-16,555670.934,2020,5,20,5,True
2020-05-17,519597.946,2020,5,20,6,True
2020-05-18,596670.207,2020,5,21,0,False
2020-05-19,615052.604,2020,5,21,1,False
2020-05-20,622450.073,2020,5,21,2,False
2020-05-21,630168.002,2020,5,21,3,False
2020-05-22,634355.264,2020,5,21,4,False
2020-05-23,582895.641,2020,5,21,5,True
2020-05-24,542170.641,2020,5,21,6,True
2020-05-25,627466.111,2020,5,22,0,False
2020-05-26,642990.536,2020,5,22,1,False
2020-05-27,644707.726,2020,5,22,2,False
2020-05-28,642005.868,2020,5,22,3,False
2020-05-29,641570.31,2020,5,22,4,False
2020-05-30,583380.433,2020,5,22,5,True
2020-05-31,541662.429,2020,5,22,6,True
2020-06-01,627334.741,2020,6,23,0,False
2020-06-02,653396.5,2020,6,23,1,False
2020-06-03,662452.407,2020,6,23,2,False
2020-06-04,651301.681,2020,6,23,3,False
2020-06-05,640912.088,2020,6,23,4,False
2020-06-06,582674.188,2020,6,23,5,True
2020-06-07,540393.818,2020,6,23,6,True
2020-06-08,625763.383,2020,6,24,0,False
2020-06-09,643604.721,2020,6,24,1,False
2020-06-10,653728.489,2020,6,24,2,False
2020-06-11,653624.408,2020,6,24,3,False
2020-06-12,645918.049,2020,6,24,4,False
2020-06-13,581088.713,2020,6,24,5,True
2020-06-14,543304.621,2020,6,24,6,True
2020-06-15,644001.077,2020,6,25,0,False
2020-06-16,656823.463,2020,6,25,1,False
2020-06-17,661145.578,2020,6,25,2,False
2020-06-18,662011.432,2020,6,25,3,False
2020-06-19,657676.183,2020,6,25,4,False
2020-06-20,608254.976,2020,6,25,5,True
2020-06-21,572807.006,2020,6,25,6,True
2020-06-22,682963.291,2020,6,26,0,False
2020-06-23,706613.83,2020,6,26,1,False
2020-06-24,668203.326,2020,6,26,2,False
2020-06-25,711838.827,2020,6,26,3,False
2020-06-26,702221.428,2020,6,26,4,False
2020-06-27,638125.491,2020,6,26,5,True
2020-06-28,604144.564,2020,6,26,6,True
2020-06-29,723951.102,2020,6,27,0,False
2020-06-30,752302.735,2020,6,27,1,False
2020-07-01,763359.011,2020,7,27,2,False
2020-07-02,765790.102,2020,7,27,3,False
2020-07-03,735357.247,2020,7,27,4,False
2020-07-04,660713.186,2020,7,27,5,True
2020-07-05,626327.165,2020,7,27,6,True
2020-07-06,757299.096,2020,7,28,0,False
2020-07-07,780525.085,2020,7,28,1,False
2020-07-08,784566.99,2020,7,28,2,False
2020-07-09,771125.891,2020,7,28,3,False
2020-07-10,758878.105,2020,7,28,4,False
2020-07-11,690697.734,2020,7,28,5,True
2020-07-12,633135.072,2020,7,28,6,True
2020-07-13,752649.491,2020,7,29,0,False
2020-07-14,760459.038,2020,7,29,1,False
2020-07-15,756753.738,2020,7,29,2,False
2020-07-16,763067.312,2020,7,29,3,False
2020-07-17,760177.205,2020,7,29,4,False
2020-07-18,688716.516,2020,7,29,5,True
2020-07-19,644522.223,2020,7,29,6,True
2020-07-20,769330.38,2020,7,30,0,False
2020-07-21,785563.684,2020,7,30,1,False
2020-07-22,776667.953,2020,7,30,2,False
2020-07-23,789634.51,2020,7,30,3,False
2020-07-24,789089.65,2020,7,30,4,False
2020-07-25,704273.245,2020,7,30,5,True
2020-07-26,664179.618,2020,7,30,6,True
2020-07-27,794291.764,2020,7,31,0,False
2020-07-28,814337.543,2020,7,31,1,False
2020-07-29,817487.547,2020,7,31,2,False
2020-07-30,825275.946,2020,7,31,3,False
2020-07-31,810169.058,2020,7,31,4,False
2020-08-01,738269.153,2020,8,31,5,True
2020-08-02,673895.707,2020,8,31,6,True
2020-08-03,747511.864,2020,8,32,0,False
2020-08-04,751123.76,2020,8,32,1,False
2020-08-05,764126.717,2020,8,32,2,False
2020-08-06,776466.924,2020,8,32,3,False
2020-08-07,775393.905,2020,8,32,4,False
2020-08-08,700782.169,2020,8,32,5,True
2020-08-09,657269.503,2020,8,32,6,True
2020-08-10,738068.961,2020,8,33,0,False
2020-08-11,734500.01,2020,8,33,1,False
2020-08-12,712418.386,2020,8,33,2,False
2020-08-13,716219.241,2020,8,33,3,False
2020-08-14,710586.003,2020,8,33,4,False
2020-08-15,631293.617,2020,8,33,5,True
2020-08-16,591662.6,2020,8,33,6,True
2020-08-17,683923.907,2020,8,34,0,False
2020-08-18,708888.916,2020,8,34,1,False
2020-08-19,725675.863,2020,8,34,2,False
2020-08-20,729676.986,2020,8,34,3,False
2020-08-21,739080.574,2020,8,34,4,False
2020-08-22,676812.548,2020,8,34,5,True
2020-08-23,625384.861,2020,8,34,6,True
2020-08-24,733320.649,2020,8,35,0,False
2020-08-25,772384.724,2020,8,35,1,False
2020-08-26,791658.289,2020,8,35,2,False
2020-08-27,797890.754,2020,8,35,3,False
2020-08-28,773438.841,2020,8,35,4,False
